date,A,B2,C
2026-03-29,3,12,12
2026-03-30,40,19,14
2026-03-31,39,37,26
2026-04-01,15,26,8
2026-04-02,23,32,7
2026-04-03,26,26,5
2026-04-04,34,7,13
2026-04-05,10,10,9
2026-04-06,16,18,7
2026-04-07,13,15,7
2026-04-08,15,32,6
2026-04-09,4,45,7
2026-04-10,12,30,10
2026-04-11,2,13,4
2026-04-12,5,29,2
2026-04-13,6,32,5
2026-04-14,8,27,9
2026-04-15,4,26,12
2026-04-16,13,43,6
2026-04-17,8,18,8
2026-04-18,2,11,4
2026-04-19,3,15,3
2026-04-20,7,16,5
2026-04-21,4,20,6
2026-04-22,10,34,5
2026-04-23,17,37,3
2026-04-24,15,3,0
