Topic,Words,Frequency,Timestamp
95,"александр бастрыкин, бастрыкин, песни, песню, ждать",1,2025-07-08 00:00:00+00:00
96,"ветеранам, ветеранов, ветераны, движение ветераны, движения ветераны",7,2025-07-08 00:00:00+00:00
97,"опрошенных, уровень доверия, россияне, большинства, общественное мнение",2,2025-07-08 00:00:00+00:00
98,"отношения россии, отношений рф, российско американских, отношениях, встречи лидеров",1,2025-07-08 00:00:00+00:00
100,"логично, устраивает, радует, получилось, правительство",1,2025-07-08 00:00:00+00:00
101,"высоте, бойцов, героям, командира, военный осведомитель",4,2025-07-08 00:00:00+00:00
103,"освободили, увольнение, освобожден, уволен, освобождён",17,2025-07-08 00:00:00+00:00
106,"отреагировали, россию, украину, россией, санкций",19,2025-07-08 00:00:00+00:00
109,"производителям, обороне, поставках, поддерживаем, товарищи",1,2025-07-08 00:00:00+00:00
113,"абхазии, итоги, внутриполитический, отношений, объясняет",1,2025-07-08 00:00:00+00:00
114,"розыск, подписаться канал, безопасности украины, уголовным, преследования",1,2025-07-08 00:00:00+00:00
117,"переговорах, российская делегация, переговорам, переговоров украиной, переговоры",11,2025-07-08 00:00:00+00:00
-1,"переговоры, власти, переговоров, саммита, украину",668,2025-08-07 00:00:00+00:00
0,"российские сми, украинских, российские, украинские, конфликта",61,2025-08-07 00:00:00+00:00
1,"провел совещание, совещание, позиции россии, брифинга, переговорной",12,2025-08-07 00:00:00+00:00
2,"американцам, головы, спецназ, умеют, конфликта",14,2025-08-07 00:00:00+00:00
3,"ветеранами, ветерана, смогут получить, могут получить, позволят",6,2025-08-07 00:00:00+00:00
4,"мессенджер, мессенджеры, смс, мошенники, telegram",74,2025-08-07 00:00:00+00:00
5,"запретят, спикер госдумы, представителям, депутатов госдумы, запретить",8,2025-08-07 00:00:00+00:00
6,"посетили, посетил, рабочим визитом, приехал, пообщались",18,2025-08-07 00:00:00+00:00
7,"героя россии, герой россии, ветераны россии, героизм, ветераны",13,2025-08-07 00:00:00+00:00
8,"провел совещание, российского лидера, совещание, обсудил, переговоров",83,2025-08-07 00:00:00+00:00
9,"мобильной связи, абонентов, мобильные, госуслуги, интернет",6,2025-08-07 00:00:00+00:00
10,"мигрантами, мигрантам, мигрантов, мигранты, миграционной политики",6,2025-08-07 00:00:00+00:00
11,"состоялся телефонный, российский лидер, провел телефонный, поговорил, переговоров",10,2025-08-07 00:00:00+00:00
13,"конфисковать, имущество, имущества, изъять, собственность",18,2025-08-07 00:00:00+00:00
14,"силовикам, недовольны, провести проверку, возмущение, поручению россии",5,2025-08-07 00:00:00+00:00
15,"иран, спецслужбам, заговора, израиль, вмешательству",2,2025-08-07 00:00:00+00:00
16,"подписывайтесь канал, телеканале россия, подписывайтесь, показывают, кадры",10,2025-08-07 00:00:00+00:00
17,"переговорах украиной, перемирию, никаких, переговоров россии, переговоры рф",3,2025-08-07 00:00:00+00:00
18,"русских людей, торжественно, святой, русское, русские",5,2025-08-07 00:00:00+00:00
19,"русских, русское, русского народа, русский народ, телеграм каналов",14,2025-08-07 00:00:00+00:00
21,"мемориала, мемориал, памятник, движения ветераны, движение ветераны",1,2025-08-07 00:00:00+00:00
22,"молдавии, выборами, конституцию, парламент, румынии",3,2025-08-07 00:00:00+00:00
24,"армию, армии россии, русская армия, контрактников, войсках",4,2025-08-07 00:00:00+00:00
27,"си цзиньпином, цзиньпином, цзиньпин, россия китай, си цзиньпин",14,2025-08-07 00:00:00+00:00
29,"развития россии, губернатором, генерального прокурора, полпреда, прокурора",3,2025-08-07 00:00:00+00:00
30,"русофобские, россия ru, нежелательной, экстремистских, российской",7,2025-08-07 00:00:00+00:00
31,"персональных данных, персональных, ип, предприниматель, уведомление",1,2025-08-07 00:00:00+00:00
33,"резолюции, резолюция, резолюцию, страны, грузии",1,2025-08-07 00:00:00+00:00
36,"главой государства, подписал указ, указом, указ, изменений",3,2025-08-07 00:00:00+00:00
37,"сервисы, сервисов, интернет, интернета, интернете",15,2025-08-07 00:00:00+00:00
40,"украинцы, украинские, границу, границей, выезд",7,2025-08-07 00:00:00+00:00
41,"корея, поздравил, кореи, выразил благодарность, слова благодарности",11,2025-08-07 00:00:00+00:00
43,"рассматривает возможность, провёл совещание, рассматривается, ракеты, ядерное оружие",2,2025-08-07 00:00:00+00:00
47,"си цзиньпином, переговоры, россия китай, россии китая, цзиньпином",1,2025-08-07 00:00:00+00:00
48,"азербайджан, внешнюю политику, позиции россии, азербайджана, антироссийского",12,2025-08-07 00:00:00+00:00
53,"российского газа, европу, франция, европа, газа",1,2025-08-07 00:00:00+00:00
59,"российский лидер, си цзиньпином, саммита, иран, встретился",1,2025-08-07 00:00:00+00:00
62,"приговорил, лет лишения, наказание, заключению, военный",2,2025-08-07 00:00:00+00:00
67,"активистов, выступать, критикой, концерта, ответственным",1,2025-08-07 00:00:00+00:00
68,"депутаты, депутату, депутат госдумы, депутата, депутат",1,2025-08-07 00:00:00+00:00
71,"финансировании, украинские власти, бюджете, министр финансов, украины",2,2025-08-07 00:00:00+00:00
72,"экстремисты, русских людей, мигрантов, русских, русское",1,2025-08-07 00:00:00+00:00
73,"индию, индией, договориться, индия, дипломатически",10,2025-08-07 00:00:00+00:00
80,"украинских нацистов, депортация, польша, поляков, поляки",1,2025-08-07 00:00:00+00:00
81,"топливо, бензин, топлива, топливом, нефтепродуктов",2,2025-08-07 00:00:00+00:00
84,"российский лидер, проводит встречу, проводит, переговоры, саммита",1,2025-08-07 00:00:00+00:00
90,"министр цифрового, приложение, онлайн, попытается, цифровые",1,2025-08-07 00:00:00+00:00
92,"переговоры, переговоров, разногласия, саммит, обсуждается",8,2025-08-07 00:00:00+00:00
95,"флага, день победы, флаг, это символ, высказался",1,2025-08-07 00:00:00+00:00
96,"ветераны, ветеранов, ветераныроссии, сайт ветераныроссии, ветераны россии",3,2025-08-07 00:00:00+00:00
97,"доверяют, уровень доверия, доверяет, доверия, доверии",1,2025-08-07 00:00:00+00:00
99,"прилетит, кремлёвского пула, прибыл москву, кремлёвского, журналисты",1,2025-08-07 00:00:00+00:00
106,"отношений россией, россию, провел совещание, трамп заявил, беспилотника",12,2025-08-07 00:00:00+00:00
116,"терактов, теракта, северный поток, диверсии, следствие",1,2025-08-07 00:00:00+00:00
119,"помощь украине, германией, канцлера, украину, канцлер",1,2025-08-07 00:00:00+00:00
-1,"власти, россию, украину, конфликта, россией",617,2025-09-06 00:00:00+00:00
0,"дронами, фронте, дронов, дроны, фронта",104,2025-09-06 00:00:00+00:00
1,"война, происходит, войну, нужно, идет",58,2025-09-06 00:00:00+00:00
2,"дронов, конфликта, дмитрий прокомментировал, войну, санкциями",21,2025-09-06 00:00:00+00:00
3,"премьер министр, поздравил, министр россии, министр михаил, министр",1,2025-09-06 00:00:00+00:00
4,"мессенджер, мессенджеры, мошенники, россиян, общаются",5,2025-09-06 00:00:00+00:00
5,"грозить, иноагентов, уголовной ответственности, иноагентом, закона",6,2025-09-06 00:00:00+00:00
6,"ребят, героев, гордость, мужества, молодых",10,2025-09-06 00:00:00+00:00
7,"героя россии, героев, награжден, героя, мужества",10,2025-09-06 00:00:00+00:00
8,"переговоры, госдепа, собеседники, российского руководства, ситуации украине",6,2025-09-06 00:00:00+00:00
9,"звонков, новые правила, номера, сообщать, трафика",2,2025-09-06 00:00:00+00:00
10,"мигрантов, мигранты, миграцией, цензуре, миграции",3,2025-09-06 00:00:00+00:00
11,"провел телефонный, поговорил, телефонный разговор, ходе беседы, обсудили",2,2025-09-06 00:00:00+00:00
12,"армия, вооруженные силы, армией, вооруженных сил, военные",1,2025-09-06 00:00:00+00:00
13,"миллиарда рублей, изъяли, изъять, прокуратуры, млрд рублей",37,2025-09-06 00:00:00+00:00
14,"выступлением, звучит, выступала, артистов, артисты",9,2025-09-06 00:00:00+00:00
15,"санкций, иностранных дел, санкций против, интересам россии, ирану",4,2025-09-06 00:00:00+00:00
16,"подписывайтесь канал, подписывайтесь, телеканале россия, телеканалов, угрозах",8,2025-09-06 00:00:00+00:00
17,"переговорах украиной, переговоров россии, переговоров украине, переговоров украиной, переговоры рф",5,2025-09-06 00:00:00+00:00
18,"русских людей, красной площади, русского народа, шествие, православные",12,2025-09-06 00:00:00+00:00
19,"русских, русские, русское, подписывайся, каналов",6,2025-09-06 00:00:00+00:00
22,"молдавии, выборах, выборам, выборы, выборов",12,2025-09-06 00:00:00+00:00
23,"обстрела, дрона, дрон, обстрелов, пострадавших",2,2025-09-06 00:00:00+00:00
24,"вооруженных, военные, армию, военнослужащих, военным",1,2025-09-06 00:00:00+00:00
27,"цзиньпином, си цзиньпином, россия китай, цзиньпин, отслеживать",1,2025-09-06 00:00:00+00:00
28,"власти, украина, выборы, демократию, выборов",2,2025-09-06 00:00:00+00:00
29,"генпрокурора, генерального прокурора, прокурора, прокуратуре, прокуратуры",6,2025-09-06 00:00:00+00:00
31,"регистрацию, регистрация, регистрации, telegram, бот",1,2025-09-06 00:00:00+00:00
33,"резолюцию, резолюции, говорит, совета безопасности, генсек",4,2025-09-06 00:00:00+00:00
37,"сервисы, сервисов, сайты, сайтов, интернет",3,2025-09-06 00:00:00+00:00
38,"санкции, новые санкции, санкции отношении, санкциях, санкций",2,2025-09-06 00:00:00+00:00
40,"украины, украинская, считают, выезда, мобилизации",3,2025-09-06 00:00:00+00:00
41,"корея, корее, кореи, отмечают, празднование",3,2025-09-06 00:00:00+00:00
43,"строятся, разведке, построены, белоруссии, разведка",1,2025-09-06 00:00:00+00:00
45,"убитого, убийство, приговора, уголовное дело, приговор",1,2025-09-06 00:00:00+00:00
48,"комментирует, отношения, внешней политики, отношения москвы, стратегического партнёрства",5,2025-09-06 00:00:00+00:00
49,"понимают, военные, понимает, военных, услышали",1,2025-09-06 00:00:00+00:00
50,"лидеры россии, россии белоруссии, белоруссия, белоруссии, александр лукашенко",4,2025-09-06 00:00:00+00:00
51,"боевиков, беспилотных, дроны, уничтожены, противовоздушной обороны",1,2025-09-06 00:00:00+00:00
57,"учитель, учителя, сергеем, сергей, хорошего",1,2025-09-06 00:00:00+00:00
58,"меры поддержки, топлива, бензин, топливо, обеспечением",1,2025-09-06 00:00:00+00:00
59,"безопасности россии, переговоры, секретарь рф, совета безопасности, заявил секретарь",2,2025-09-06 00:00:00+00:00
62,"суд приговорил, приговорил, терактов, лет лишения, наказание",2,2025-09-06 00:00:00+00:00
66,"террористический, террористический акт, разведкой, преступных, теракт",2,2025-09-06 00:00:00+00:00
67,"международной арене, спортсменов, бизнесмены, спортивные, спорта",6,2025-09-06 00:00:00+00:00
68,"депутату, обсуждают, депутат госдумы, государственной думе, депутата",3,2025-09-06 00:00:00+00:00
69,"стратегической стабильности, россия готова, совещании, стратегическими, стратегических",23,2025-09-06 00:00:00+00:00
71,"рассчитывает, бюджете, планирует, разрабатывается, бюджет",2,2025-09-06 00:00:00+00:00
72,"террористов, религиозной, экстремистская, пытаются, наше общество",1,2025-09-06 00:00:00+00:00
75,"аресте, телеграмм, соловьёв telegram, telegram, ареста",1,2025-09-06 00:00:00+00:00
78,"российских активов, санкций, введения санкций, евросоюз, европейский союз",4,2025-09-06 00:00:00+00:00
80,"польша, поляки, польши, пророссийских, поляков",11,2025-09-06 00:00:00+00:00
86,"ракеты, ракетами, разведки, крылатых ракет, вооружений",9,2025-09-06 00:00:00+00:00
87,"трамп назвал, ядерном, обиделся, ядерный, ядерные",9,2025-09-06 00:00:00+00:00
91,"мессенджеры, спецслужб, телеграме, соловьёв telegram, telegram",4,2025-09-06 00:00:00+00:00
92,"трамп хочет, давления россию, внешней политике, санкций, урегулированию украине",3,2025-09-06 00:00:00+00:00
95,"александр бастрыкин, бастрыкин, песню, песни, смотри",3,2025-09-06 00:00:00+00:00
96,"ветеранов, ветераны, движение ветераны, сайт ветераныроссии, движения ветераны",1,2025-09-06 00:00:00+00:00
100,"грузию, грузии, грузия, оппозицией, оппозиции",1,2025-09-06 00:00:00+00:00
102,"выборах, единая россия, бюджетом, бюджета, партии единая",2,2025-09-06 00:00:00+00:00
103,"генерального директора, гендиректора, директором, гендиректор, назначен",1,2025-09-06 00:00:00+00:00
106,"россию, рф считает, заявил москва, отношений рф, рф подчеркнул",6,2025-09-06 00:00:00+00:00
107,"обеспечено, чётко, всё, решено, мобилизованных",1,2025-09-06 00:00:00+00:00
109,"мобилизация, мобилизации, мобилизацию, россия готова, подготовку",1,2025-09-06 00:00:00+00:00
114,"безопасности украины, розыск, украины, украинских, сенатора",1,2025-09-06 00:00:00+00:00
116,"немцев, подрыва, диверсии, спецслужб, взрывы",3,2025-09-06 00:00:00+00:00
118,"недоверия, отставку, правительство, глава правительства, протесты",2,2025-09-06 00:00:00+00:00
-1,"власти, санкции, ракеты, переговоры, россию",656,2025-10-06 00:00:00+00:00
0,"российские войска, дронов, дрон, беспилотников, россией",86,2025-10-06 00:00:00+00:00
1,"провел совещание, провёл совещание, совещание, военнослужащих, военнослужащими",34,2025-10-06 00:00:00+00:00
2,"новые санкции, воюет, санкции, саммита, оружием",31,2025-10-06 00:00:00+00:00
3,"правительстве, прорабатывается, цифровизации, правительство, правительство россии",5,2025-10-06 00:00:00+00:00
4,"крыму, телеграм, крыма, telegram, блокируют",27,2025-10-06 00:00:00+00:00
5,"ужесточить, штрафы, вступит силу, ответственность, ответственности",3,2025-10-06 00:00:00+00:00
6,"командиров, командирами, посетили, ветеранам, первый замглавы",16,2025-10-06 00:00:00+00:00
7,"глава государства, орденом, вручил, мужества, церемония",4,2025-10-06 00:00:00+00:00
8,"переговоры, переговоров, договоренности, разговор, разговоры",22,2025-10-06 00:00:00+00:00
9,"абонентов, лимит, россияне, зарегистрированных, блокировать",2,2025-10-06 00:00:00+00:00
10,"миграционной политики, мигрантами, мигрантам, мигранты, мигрантов",27,2025-10-06 00:00:00+00:00
11,"состоялся телефонный, провел телефонный, обсудили, переговорных, саммита",9,2025-10-06 00:00:00+00:00
13,"имущества, имущество, миллиардов рублей, недвижимости, бывшего главы",12,2025-10-06 00:00:00+00:00
14,"речь идет, артистов, мнение, военными, стыдно",2,2025-10-06 00:00:00+00:00
15,"перемирии, идет речь, израиль, угрозах, израиля",2,2025-10-06 00:00:00+00:00
16,"ситуации вокруг, интересного, интересных, интересные, рассказал",5,2025-10-06 00:00:00+00:00
18,"народного единства, единства, русского народа, праздником, праздника",31,2025-10-06 00:00:00+00:00
19,"телеграм канал, каналов, русских, русское, русского",10,2025-10-06 00:00:00+00:00
20,"взносы, выплачивать, платить, мигрантов, платят",15,2025-10-06 00:00:00+00:00
21,"сайт ветераныроссии, красной площади, ветераны россии, ветераныроссии, ветераны",11,2025-10-06 00:00:00+00:00
22,"молдавии, властей, повторяет, власти, заявил пресс",2,2025-10-06 00:00:00+00:00
24,"контрактников, армию, добровольцев, подписали, контракты",7,2025-10-06 00:00:00+00:00
25,"нож, осталось, наш проект, народный, помочь",1,2025-10-06 00:00:00+00:00
26,"пашиняна, армению, армения, армении, армянской",2,2025-10-06 00:00:00+00:00
28,"руководство украины, власти, порошенко, украину, власть",3,2025-10-06 00:00:00+00:00
29,"провёл встречу, ведётся, губернатор, губернатором, поручений",2,2025-10-06 00:00:00+00:00
31,"подписчиков, подписывайтесь, нужно, подписчикам, официального подтверждения",2,2025-10-06 00:00:00+00:00
32,"беспилотников, беспилотниками, беспилотных, кремлём, беспилотники",1,2025-10-06 00:00:00+00:00
37,"интернет, интернета, сайтов, сайты, отключили",4,2025-10-06 00:00:00+00:00
38,"санкциями, санкции против, введения санкций, санкции, санкции ес",2,2025-10-06 00:00:00+00:00
40,"мигрантов, украине, трудоустройству, ситуация, трудоустройства",1,2025-10-06 00:00:00+00:00
41,"отношения россии, переговоры, зампред рф, зампред россии, выразил благодарность",28,2025-10-06 00:00:00+00:00
45,"проверка, проверку, правоохранителей, флаги, правоохранители",4,2025-10-06 00:00:00+00:00
47,"си цзиньпином, россия китай, россии китая, цзиньпином, цзиньпин",13,2025-10-06 00:00:00+00:00
48,"русофобия, азербайджану, это россия, русофобской, азербайджан",2,2025-10-06 00:00:00+00:00
50,"встретится, таджикистане, приедет, проведет, обсудят",2,2025-10-06 00:00:00+00:00
51,"дронов, беспилотников, беспилотных, противовоздушной обороны, противовоздушной",3,2025-10-06 00:00:00+00:00
52,"православные, православных, дискредитацию, православного, крест",8,2025-10-06 00:00:00+00:00
53,"цены нефть, нефть, российскую нефть, российской нефти, нефти",1,2025-10-06 00:00:00+00:00
56,"сирию, сирия, сирии, сирийской, ходе переговоров",19,2025-10-06 00:00:00+00:00
57,"очень интересно, сегодня вечером, режиссер, посмотреть, кино",1,2025-10-06 00:00:00+00:00
58,"прекращении, прекращает, отмены, запрета, заявил премьер",5,2025-10-06 00:00:00+00:00
62,"армении, вооруженного, приговорил, лет лишения, задержан",3,2025-10-06 00:00:00+00:00
66,"разведкой, разведки, агентов, дезинформации, охоту",6,2025-10-06 00:00:00+00:00
67,"федерация, русские, российским, партнёром, российских",3,2025-10-06 00:00:00+00:00
68,"анонимности, анонимность, интернете, интернет, интернетом",1,2025-10-06 00:00:00+00:00
71,"минэнерго, начнется, энергетики, наступает, электричества",4,2025-10-06 00:00:00+00:00
72,"говорят, общаются, ислама, мусульман, ситуация",2,2025-10-06 00:00:00+00:00
76,"российских журналистов, переговоров, отношения россии, время переговоров, журналистов",2,2025-10-06 00:00:00+00:00
77,"шествие, тысяч людей, демонстрация, марш, венгрия",1,2025-10-06 00:00:00+00:00
78,"европейскую, европейских, европейские, разведчики, приехали",2,2025-10-06 00:00:00+00:00
80,"польша, польши, поляки, беженцев, польше",2,2025-10-06 00:00:00+00:00
83,"сербия, снаряды, сербии, боеприпасы, поставках",1,2025-10-06 00:00:00+00:00
84,"встречи лидеров, переговоры, проинформировал, провел телефонный, выразил готовность",4,2025-10-06 00:00:00+00:00
86,"ракеты, украину, разведка, ракет, беспилотникам",15,2025-10-06 00:00:00+00:00
87,"угрожал, угрожала, подводных, подводные, отправил",2,2025-10-06 00:00:00+00:00
90,"минобороны, ведомств, бюрократии, ведомство, эффективности",1,2025-10-06 00:00:00+00:00
95,"русский народ, исполнители, российскому, русского народа, русским",2,2025-10-06 00:00:00+00:00
98,"отношений россии, отношения россии, отношений рф, санкции, отношениях",1,2025-10-06 00:00:00+00:00
99,"кремлёвского пула, журналистам, кремлёвского, пресс конференции, журналисты",1,2025-10-06 00:00:00+00:00
102,"единой россии, единая россия, передовой, единой, единая",1,2025-10-06 00:00:00+00:00
106,"задержали, россию, обсуждают, санкций, перемирие",2,2025-10-06 00:00:00+00:00
111,"россии подписал, генпрокурор, россии подписаться, конвенции, подписал",2,2025-10-06 00:00:00+00:00
116,"газопровода, северный поток, северного потока, подрыва, германию",1,2025-10-06 00:00:00+00:00
118,"новое правительство, отставки, отставку, премьер министра, правительство",5,2025-10-06 00:00:00+00:00
-1,"переговоры, переговоров, мирного плана, украину, власти",866,2025-11-05 00:00:00+00:00
0,"дронами, украинских, беспилотников, дрон, конфликта",62,2025-11-05 00:00:00+00:00
1,"переговоров россией, вести переговоры, переговорам, переговорах, переговоры",47,2025-11-05 00:00:00+00:00
2,"зампред россии, заявил зеленский, зампред рф, зеленский заявил, зампреда",10,2025-11-05 00:00:00+00:00
3,"смогут получить, принят закон, военнослужащих, смогут, добровольцев",4,2025-11-05 00:00:00+00:00
4,"мессенджер, запрещена рф, мессенджеры, заблокирован, запрещена",40,2025-11-05 00:00:00+00:00
5,"депутатами, обсуждают, грозить, ужесточения, ограничений",5,2025-11-05 00:00:00+00:00
6,"лидеры россии, участвуют, лидеры, проводится, проектами",6,2025-11-05 00:00:00+00:00
7,"поздравил, героя россии, глава государства, профессиональным, мужества",10,2025-11-05 00:00:00+00:00
8,"переговоров украине, украинскому урегулированию, урегулированию украине, переговоров, переговорах",98,2025-11-05 00:00:00+00:00
9,"смс, блокировке, сим, абонентов, позвонить",15,2025-11-05 00:00:00+00:00
10,"мигрантами, мигранты, мигрантов, миграционной политики, миграционной",3,2025-11-05 00:00:00+00:00
11,"поговорил, переговоры, состоялся телефонный, обсудили, переговоров",30,2025-11-05 00:00:00+00:00
13,"имущества, имущество, изъять, коррупции, собственность",10,2025-11-05 00:00:00+00:00
14,"провести проверку, принять меры, разбирательства, проверить, проверку",9,2025-11-05 00:00:00+00:00
15,"нетаньяху, израилем, геноцида, геноциде, израиль",6,2025-11-05 00:00:00+00:00
16,"интересные, max, покажет, рассказал, подписывайтесь",6,2025-11-05 00:00:00+00:00
17,"завтра, отсутствуют, эрдоган, представителей россии, россией",1,2025-11-05 00:00:00+00:00
18,"праздником, сегодня россии, день рождения, историк, удалось",7,2025-11-05 00:00:00+00:00
19,"телеграм канал, каналов, русских, русские, русское",11,2025-11-05 00:00:00+00:00
20,"многодетных, сказала, говорит, говорила, нужно",4,2025-11-05 00:00:00+00:00
21,"ветераны, ветераны россии, ветераныроссии, воинам, памятника",5,2025-11-05 00:00:00+00:00
22,"молдавии, закрывает, закрытии, россией, российского",1,2025-11-05 00:00:00+00:00
24,"сил российской, военнослужащих, мобилизованных, численность, россии подписал",1,2025-11-05 00:00:00+00:00
25,"спасибо всем, благодарность, спасибо, благодаря, сборе",1,2025-11-05 00:00:00+00:00
26,"армения, армению, армении, обсуждались вопросы, обсуждается",2,2025-11-05 00:00:00+00:00
28,"коррупцию, коррупции, коррупция, украину, скандала",34,2025-11-05 00:00:00+00:00
29,"провёл встречу, рабочую встречу, кремлём, обсуждался, ходе беседы",4,2025-11-05 00:00:00+00:00
30,"экстремистской организацией, террористической организацией, экстремистской, экстремистских, нежелательной",8,2025-11-05 00:00:00+00:00
31,"обязанности, персональных, персональных данных, ответственность, ип",1,2025-11-05 00:00:00+00:00
33,"резолюция, резолюции, совета безопасности, совета, геополитических",4,2025-11-05 00:00:00+00:00
35,"завершится, будут достигнуты, закончится, будут выполнены, украине будут",2,2025-11-05 00:00:00+00:00
36,"замминистра обороны, министра обороны, замсекретаря, заместителя, замминистра",9,2025-11-05 00:00:00+00:00
37,"сайты, сайтов, сервисы, сервисов, интернета",9,2025-11-05 00:00:00+00:00
38,"ввести санкции, санкциях, санкции против, санкций против, санкции",3,2025-11-05 00:00:00+00:00
40,"украину, украинцев, украине, украинских, беженцев",2,2025-11-05 00:00:00+00:00
41,"корея, кореи, празднования, праздника, праздник",1,2025-11-05 00:00:00+00:00
42,"экстремистской, ограничил, заблокировали, ограничения, заблокировал",1,2025-11-05 00:00:00+00:00
45,"оскорбление, виновным, беспредел, наказание, терроризма",2,2025-11-05 00:00:00+00:00
47,"россия китай, си цзиньпином, россии китая, цзиньпином, китаем",3,2025-11-05 00:00:00+00:00
48,"разбираются, интересы россии, произошло, фигурирует, внешней политики",3,2025-11-05 00:00:00+00:00
50,"состоялся телефонный, белоруссию, телефонный разговор, россии белоруссии, белоруссия",1,2025-11-05 00:00:00+00:00
52,"госдуму, государственности, крест, законопроект который, креста",10,2025-11-05 00:00:00+00:00
56,"сирия, сирии, россию, сторону россии, россия является",3,2025-11-05 00:00:00+00:00
59,"проведет переговоры, российской делегации, ходе визита, встретится, египет",3,2025-11-05 00:00:00+00:00
62,"суд приговорил, приговорил, уголовных, киевского режима, убиты",4,2025-11-05 00:00:00+00:00
63,"турцию, турцией, турки, турции, турция",1,2025-11-05 00:00:00+00:00
66,"террористами, террористической организацией, активистов, экстремистская, террористической",4,2025-11-05 00:00:00+00:00
67,"спортсменов, участвуют, спортивных, соревнованиях, спортивные",6,2025-11-05 00:00:00+00:00
68,"картины, продемонстрировать, депутат госдумы, предлагает, обязать",1,2025-11-05 00:00:00+00:00
69,"совещание, совещания, ядерное, ядерного оружия, совещание членами",22,2025-11-05 00:00:00+00:00
73,"индию, индией, индия, россии хотят, власти должны",24,2025-11-05 00:00:00+00:00
74,"российских войск, войсками, группировки войск, доложили, посетил",22,2025-11-05 00:00:00+00:00
75,"отпустили, свободы слова, свободу, свободы, бизнесмен",1,2025-11-05 00:00:00+00:00
78,"евросоюз, европейских, европейской, российские активы, европейском",4,2025-11-05 00:00:00+00:00
80,"польшу, польша, поляков, поляки, польши",4,2025-11-05 00:00:00+00:00
83,"сербия, санкций, сербии, санкциям, санкции",2,2025-11-05 00:00:00+00:00
84,"переговоры россии, российский лидер, переговоры, переговоров, орбан",22,2025-11-05 00:00:00+00:00
85,"замминистра обороны, министра обороны, замсекретаря, замминистра, командира",2,2025-11-05 00:00:00+00:00
89,"подпишись официальный, подписаться канал, официальный канал, подпишись max, канал max",7,2025-11-05 00:00:00+00:00
90,"министр цифрового, военнослужащим, мер поддержки, министра обороны, поддержки участников",7,2025-11-05 00:00:00+00:00
92,"мирного плана, украину, санкций, мирного урегулирования, капитуляции",9,2025-11-05 00:00:00+00:00
95,"песню, русский народ, песни, голос, русского народа",2,2025-11-05 00:00:00+00:00
96,"ветераныроссии, движение ветераны, ветеранов, сайт ветераныроссии, ветераны",1,2025-11-05 00:00:00+00:00
102,"заявил председатель, зампред рф, передовой, патриотизма, наша задача",2,2025-11-05 00:00:00+00:00
106,"конфликте украине, провел совещание, мирных переговоров, конфликт украине, переговоры",3,2025-11-05 00:00:00+00:00
111,"нацистов, актуальны, принципы, заявления россии, своевременно",1,2025-11-05 00:00:00+00:00
112,"переговорах украиной, переговоры украине, переговоров украине, переговоров украиной, переговорах",1,2025-11-05 00:00:00+00:00
115,"россия продолжит, продолжит, целей сво, будут достигнуты, своих целей",4,2025-11-05 00:00:00+00:00
-1,"россию, россией, официальный канал, канал max, российской",818,2025-12-05 00:00:00+00:00
0,"российские войска, украинские сми, российские сми, россией, новостной",48,2025-12-05 00:00:00+00:00
1,"перемирии, перемирие, перемирия, конфликта украине, заявления пресс",47,2025-12-05 00:00:00+00:00
2,"зампред рф, дмитрий прокомментировал, зампред россии, отреагировал, заявил зампред",21,2025-12-05 00:00:00+00:00
3,"экономическим, инфляции, экономика, повышения, инфляция",4,2025-12-05 00:00:00+00:00
4,"telegram россии, мессенджер, смс, telegram, мардан telegram",35,2025-12-05 00:00:00+00:00
5,"председатель госдумы, госдуму, спикер госдумы, госдумой, госдумы вячеслав",7,2025-12-05 00:00:00+00:00
6,"победил, победа, молодёжи, молодых, впереди",1,2025-12-05 00:00:00+00:00
7,"героя россии, герой россии, героям, заслуги отечеством, героизм",27,2025-12-05 00:00:00+00:00
8,"переговоры, переговоров, мирного плана, конфликта украине, разговора",18,2025-12-05 00:00:00+00:00
9,"мобильных, мобильные, телефона, отслеживать, телефонов",4,2025-12-05 00:00:00+00:00
10,"мигранты, мигрантов, мигрант, соотечественников, россию",8,2025-12-05 00:00:00+00:00
11,"российский лидер, состоялся телефонный, главы государств, президенты, провел телефонный",14,2025-12-05 00:00:00+00:00
13,"конфисковать, миллиарда рублей, силовиков, обыски, следствие",6,2025-12-05 00:00:00+00:00
16,"интересное, происходящем, нюансов, интересных, телеканале россия",12,2025-12-05 00:00:00+00:00
17,"невозможны, перемирия, заявил дмитрий, россиянам, россией",1,2025-12-05 00:00:00+00:00
18,"истории россии, свято, событием, праздником, рассказ",5,2025-12-05 00:00:00+00:00
19,"телеграм канал, каналов, телеграм, telegram, лучшим",1,2025-12-05 00:00:00+00:00
21,"красной площади, возложил, неравнодушных, церемонию, церемония",3,2025-12-05 00:00:00+00:00
24,"военнослужащих, военнослужащими, вооруженных сил, армию, армии",17,2025-12-05 00:00:00+00:00
25,"наши бойцы, бойцам, сделаем, помощи, немного",4,2025-12-05 00:00:00+00:00
27,"си цзиньпином, россия китай, цзиньпином, россии китая, цзиньпин",1,2025-12-05 00:00:00+00:00
28,"изъяли, отставку, ермак, обыски, вывели",14,2025-12-05 00:00:00+00:00
29,"нацпроектов, заявил необходимости, меры поддержки, российской экономики, повышению",6,2025-12-05 00:00:00+00:00
